ID,AggregateAFT,Biodiversity,Carbon,MetsoArea,Recreation,Timber
Water,85345.0,0.0,0.0,0.0,0.0,0.0
MOb,586.0,2.436025140397295,494.047772692441,0.0,254.2860614981682,47.24488935598111
MOps,582.0,21.27717014167801,1576.2920870525043,0.0,280.7455904939973,227.89464197095398
RECRbroad,18.0,0.1514065565279284,14.122407135723641,0.0,7.5383412811582255,1.5916779108274577
SEsb,26.0,0.7932418280383652,70.90894856501261,0.0,9.821791050309516,9.148412359550637
MObroad,64.0,2.6181982349879203,160.17682662037961,0.0,30.346105743926422,13.735822407610783
Grass,33609.0,0.0,0.0,0.0,0.0,0.0
RECRpb,1.0,0.13262424069122358,15.23856093253421,0.0,0.4849443581098704,1.1990360612771824
SEbroad,19.0,0.3533077199753494,21.664955445038995,0.0,6.77593606131065,1.0815230835966554
Abandoned,33174.0,0,0,0,0,0
MOp,51592.0,1032.2397639418677,31311.348976243688,0.0,22748.981041384613,4106.5022712944565
MOs,989.0,44.83171982795149,2369.5570144569856,0.0,447.18431121920986,358.4203870048495
INVb,157.0,0.0707859687019144,90.78599253706362,0.0,10.291318078041074,12.306702819162044
MetsoT,1.0,0.0,0.0,0.0,0.007956851977808748,0.0
MOmix,22289.0,1408.670787235099,60989.0527690818,0.0,9883.537066273979,5275.114199977183
INVp,12693.0,46.678045838246064,6558.955040168179,0.0,651.6843836313521,1282.4029090961317
SEpsb,4009.0,199.79259510069056,20799.519483727217,0.0,1601.7705989735414,2700.508348901972
INDIFpsb,3839.0,269.45238264344135,31208.92552617289,0.0,1702.9226451814175,2628.3115766929377
INDIFp,11928.0,310.48851979037437,9291.462905365599,0.0,4802.48795448482,783.875034933015
INDIFbroad,16.0,0.6228729011702185,22.677752625909637,0.0,8.017275009155274,2.8154753323425865
INVpb,42.0,0.357502777742866,131.06825203106754,0.0,3.6906492710113534,23.699282099881735
INDIFs,229.0,13.349710557388736,668.8019601951781,0.0,95.05797527462244,71.26772732882094
INDIFpb,45.0,1.8425178880836746,87.97677010249107,0.0,19.347068667411804,7.514557199541243
MOpb,225.0,5.306779345381243,380.95585917046134,0.0,105.03890732163958,47.49614782564875
INDIFb,144.0,4.10403421507632,244.6541179851189,0.0,62.435819317102435,14.926770724862493
RECRps,0,0,0,0,0,0
INVps,146.0,1.0284652777846202,295.8899047580869,0.0,13.02757804989814,61.072656363463835
INDIFps,133.0,6.94142861923572,386.72791224599337,0.0,57.924682378768914,37.126790975258096
MOpsb,15839.0,805.7160256480952,95624.494948688,0.0,7761.151486583049,12123.87907518889
Wet,23681.0,0.0,0.0,0.0,0.0,0.0
INVsb,22.0,0.1371998945837699,28.49589231398668,0.0,1.6811901688575746,6.541997278550706
RECRpsb,2.0,0.0,0.008066098541205859,0.0,0.7962230935539805,0.0013695433631268764
INDIFsb,22.0,0.8974058956595257,77.46836605489223,0.0,8.7981858253479,5.751912547375879
INVpsb,3998.0,42.68851180079618,18875.099693340475,0.0,354.92641875147814,3429.49464046151
INDIFmix,4948.0,417.825624262033,21344.100270329705,0.0,2282.0867494869167,2479.714760051204
Open,928.0,0.0,0.0,0.0,0.0,0.0
SEb,147.0,0.4360276727047147,90.66440946241399,0.0,53.06885221356561,8.643593501740686
Urban,14111.0,0.0,0.0,0.0,0.0,0.0
MOsb,108.0,3.5684965585644535,195.472786753458,0.0,48.27239034900711,26.995726342726673
SEp,12911.0,256.9055709028975,7388.591111189146,0.0,4094.1892274776883,956.7278449007001
INVs,223.0,1.6751103641015235,319.4212636398395,0.0,12.001638717055325,78.47011169123772
SEs,252.0,11.431635524943182,535.6442411056096,0.0,83.06628871331779,83.1779774214154
SEpb,59.0,1.2432719606772369,75.06210354105798,0.0,22.47950979149811,9.691834825784836
RECRb,1.0,0.0,0.0,0.0,0.41289392282764675,0.0
UForest,982.0,0.0,0.0,0.0,0.0,0.0
INVbroad,19.0,0.11124473932829008,29.980638888358165,0.0,1.4002753925323486,6.828487275452812
RECRsb,0,0,0,0,0,0
RECRp,0,0,0,0,0,0
Agr,28423.0,0.0,0.0,0.0,0.0,0.0
INVmix,5571.0,78.63853990184502,18577.124436585582,0.0,381.68092801093997,3811.826054011486
RECRmix,0,0,0,0,0,0
PA,13457.0,0.0,0.0,0.0,0.0,0.0
RECRs,0,0,0,0,0,0
SEps,166.0,6.128031171697415,521.4649020530156,0.0,66.51828459540154,66.05101931178181
Metso,0,0,0,0,0,0
SEmix,5445.0,345.2216692944508,18827.93462127474,0.0,2038.6955387084,1050.7036770405052
