ID,X,Y,Agent,Utility,Food,Timber,Carbon
31,3,1,Forest,-2.996325436306467E-17,0.04850149460991379,0.18796400793289542,0.16793208646842064
64,6,4,Forest,-5.935181303434969E-17,0.04896129277126019,0.4764165328034815,0.4836895324998147
33,3,3,Crop,-5.2259989083828494E-17,0.3446318108105573,0.0,0.1421545452355096
37,3,7,Crop,-4.670510310161234E-17,0.1431205139634766,0.0,0.105430056834974
72,7,2,Pasture,-3.060326206634925E-17,0.26043262144682444,0.0,0.21555449041592942
38,3,8,Forest,-2.670338861631854E-17,0.048911203327886496,0.4445757917472792,0.44732386222254017
0,0,0,Forest,-4.814043125559217E-17,0.04883645325839738,0.3977112166834566,0.39434316700485744
75,7,5,Pasture,-2.6997751673634508E-17,0.2953540746244564,0.0,0.22424628817786307
60,6,0,Crop,-4.5837047419705064E-17,0.3929098737571451,0.0,0.14944763072272643
95,9,5,Forest,-2.5488231477334484E-17,0.04913001534016159,0.587154938103093,0.612185647991881
87,8,7,Crop,-4.0265374955150817E-17,0.18196945636534853,0.0,0.11398385772848328
61,6,1,Pasture,-3.304377893927346E-17,0.36548853670865866,0.0,0.24838781271394839
35,3,5,Forest,-3.060702408912906E-17,0.048886308553110554,0.42889015498853833,0.42951619153296816
81,8,1,Crop,-3.9422449570746156E-17,0.25086850332969834,0.0,0.12773871467435144
44,4,4,Crop,-2.1378846038425428E-17,0.3858739626796483,0.0,0.1469995968244981
47,4,7,Pasture,-1.6452734821833246E-17,0.2735253144809643,0.0,0.21757517055441677
13,1,3,Forest,-4.81580134142548E-17,0.04914048699884909,0.5942357518069082,0.6204983362899071
9,0,9,Pasture,-2.3045031730406875E-17,0.26479623177998207,0.0,0.21480513762869585
25,2,5,Pasture,-3.238568607229457E-17,0.3406475493281226,0.0,0.23932385341171622
91,9,1,Forest,-5.700139023067111E-17,0.04847556247468505,0.17056095317749015,0.15025268704459524
52,5,2,Forest,-2.615608964027687E-17,0.04793368540182259,0.22458090962202826,0.2101771059883769
36,3,6,Crop,-4.4997838010152427E-17,0.2082990590715977,0.0,0.1194903837564284
10,1,0,Crop,-4.4812722557314416E-17,0.3009278359569581,0.0,0.14780940908665494
11,1,1,Crop,-3.6279008162443943E-17,0.364886018597447,0.0,0.1492307133136848
55,5,5,Crop,-4.699373212936419E-17,0.3344895088409582,0.0,0.1400060968378609
48,4,8,Crop,-4.278750965104799E-17,0.3501019258879595,0.0,0.14184556518570704
77,7,7,Pasture,-9.582092331013378E-18,0.25070264201975134,0.0,0.20894702515491856
74,7,4,Forest,-3.339254390009543E-17,0.04837102703653458,0.09287149488932196,0.0747695247041004
39,3,9,Pasture,-2.4972897190405903E-17,0.31892396959493097,0.0,0.2304524022953655
43,4,3,Forest,-3.451520364788116E-17,0.04309460434279115,0.34927646589114913,0.4154787053604493
17,1,7,Pasture,-1.8071699794920816E-17,0.27986790099982617,0.0,0.22014040790398529
40,4,0,Forest,-3.55651704821915E-17,0.04453270038299662,0.3907992912915225,0.4485484643326296
18,1,8,Crop,-3.450348863432441E-17,0.25029839472087667,0.0,0.1269887973028748
8,0,8,Forest,-2.2550271737983845E-17,0.04639502046141696,0.40847728907884095,0.4418125748662729
68,6,8,Pasture,-2.205499157114676E-17,0.28228307398760494,0.0,0.21921766277998722
22,2,2,Forest,-4.855898348566249E-17,0.04913901938962674,0.5932417108252489,0.6193307080729282
42,4,2,Crop,-4.7913446610172634E-17,0.4009797048137519,0.0,0.1497918087650615
34,3,4,Forest,-3.611517906639695E-17,0.04725756319703066,0.3573532392525844,0.3675454099880025
70,7,0,Pasture,-3.121216587982145E-17,0.36903886366055433,0.0,0.24946666436333603
14,1,4,Pasture,-2.4117879076981037E-17,0.2437736349876931,0.0,0.21032344683299797
3,0,3,Forest,-4.9806101822706153E-17,0.04913152740696915,0.5881757691327525,0.6133834122838937
66,6,6,Crop,-4.47395649184965E-17,0.34542672935102664,0.0,0.14130775087199074
90,9,0,Forest,-2.320079595219772E-17,0.04575468316119053,0.41276907157974396,0.4573259208110253
16,1,6,Forest,-5.96406497794211E-17,0.04912022808296494,0.5805609986769792,0.6044542847331706
58,5,8,Crop,-4.440300304355341E-17,0.33138250066023467,0.0,0.13924987873983516
76,7,6,Forest,-5.886022607094416E-17,0.04881411843102241,0.3838274733161572,0.37878200455950967
23,2,3,Forest,-3.7506854716473866E-17,0.04801538090982277,0.19558326056867273,0.17869503381010204
67,6,7,Forest,-4.877205636096077E-17,0.04911532292907421,0.577264860947816,0.6005931371389158
12,1,2,Forest,-5.949698688215374E-17,0.04824673773494878,0.06889665175088966,0.0531978187109841
27,2,7,Pasture,-3.051560563229135E-17,0.2317034513149748,0.0,0.20397684210734207
93,9,3,Crop,-3.459860971111379E-17,0.3182903635468339,0.0,0.1376909206870728
69,6,9,Crop,-3.154499984193782E-17,0.2881547371543248,0.0,0.1328170061891971
92,9,2,Pasture,-7.926137082556693E-18,0.346031508843768,0.0,0.2406823843506866
41,4,1,Crop,-2.337093723152955E-17,0.4057612024557224,0.0,0.15087061080647218
50,5,0,Crop,-2.955349942861665E-17,0.2879987975260938,0.0,0.13544259813940668
32,3,2,Pasture,-2.5403674643460227E-17,0.3634435888956976,0.0,0.2477767268542119
94,9,4,Crop,-4.5076591808128194E-17,0.3301537007587837,0.0,0.13921299224025582
20,2,0,Forest,-3.891100667567327E-17,0.04884927230610992,0.40570137056457034,0.4033275145834093
19,1,9,Pasture,-3.071847158815597E-17,0.32097154400675537,0.0,0.23159765670068663
73,7,3,Pasture,-2.9794711023064675E-17,0.3482922254657841,0.0,0.2411565358996221
88,8,8,Forest,-5.963547388079746E-17,0.04744692799742775,0.3329156041733458,0.3365185547832496
45,4,5,Pasture,-2.991127217944682E-17,0.3295367713341983,0.0,0.23537015128445785
97,9,7,Forest,-5.1945991658780775E-17,0.043163095328340735,0.35134356935400596,0.41724545007831354
5,0,5,Forest,-2.465626257064953E-17,0.044934400909131665,0.4004665056665377,0.4547310478756776
57,5,7,Pasture,-2.680590421272872E-17,0.3301907268910362,0.0,0.2339368910640357
24,2,4,Forest,-5.72633177603543E-17,0.04688500648728474,0.3888529660573923,0.41038888363159065
28,2,8,Forest,-4.965521867848944E-17,0.04753871088968811,0.31831514419403695,0.31855170265628824
82,8,2,Pasture,-3.154670956011162E-17,0.31935525269361364,0.0,0.233510666184264
59,5,9,Forest,-4.145775900092323E-17,0.044934421458184055,0.4004669592110715,0.4547313061819635
53,5,3,Pasture,-2.1224295429420023E-17,0.15695507876877046,0.0,0.1761950521999433
51,5,1,Pasture,-2.9794270723043196E-17,0.37261057392649904,0.0,0.25062140438725755
96,9,6,Crop,-3.625704460894674E-17,0.34247110330048885,0.0,0.14079730312394367
85,8,5,Crop,-4.594118661142525E-17,0.34916088643457316,0.0,0.14180904130035915
4,0,4,Forest,-5.464802922934648E-17,0.04806701998579209,0.17445296707271346,0.1563385557839703
6,0,6,Forest,-2.934107089141044E-17,0.048579664305194795,0.23842662791746036,0.22038052014420814
83,8,3,Pasture,-1.2046436052893415E-17,0.32429960670930336,0.0,0.2338091122901413
15,1,5,Forest,-4.9474163473441164E-17,0.04842347443695237,0.13388230940946835,0.1138261787044463
26,2,6,Forest,-4.1452742018086044E-17,0.04908110932099724,0.5544302572772508,0.5739107908512722
84,8,4,Pasture,-2.6665018208026187E-17,0.25391407338991445,0.0,0.21164186337243995
2,0,2,Forest,-3.235665569630782E-17,0.047536493017854724,0.31869239577500663,0.3190113978189506
63,6,3,Pasture,-3.0714639107530246E-17,0.3051862014313807,0.0,0.229428768062485
86,8,6,Forest,-3.0717758477022104E-17,0.04907629057391386,0.5512356080854757,0.5701872620882626
71,7,1,Pasture,-1.1555040319505608E-17,0.25220960638412093,0.0,0.21323040270636903
79,7,9,Pasture,-2.788563806224094E-17,0.3161836852583141,0.0,0.22832641534122827
21,2,1,Forest,-5.960235749793751E-17,0.0418995435380587,0.3135637757901299,0.38390902301971047
65,6,5,Pasture,-2.2714323209275842E-17,0.28533222383343587,0.0,0.22187509373790418
89,8,9,Forest,-3.258616031053501E-17,0.04913537170519972,0.590773598399869,0.6164325165886505
80,8,0,Pasture,-2.0785557977421414E-17,0.35395629076090684,0.0,0.24497713184335357
99,9,9,Pasture,-1.3754779201988565E-17,0.2756030624798387,0.0,0.21576566148471318
7,0,7,Crop,-4.921166374657786E-17,0.3735485058271885,0.0,0.14533153424658937
54,5,4,Forest,-3.9501936104030735E-17,0.04913935543318326,0.5934692371508692,0.6195979471113015
49,4,9,Forest,-5.832039471064061E-17,0.04429828130312821,0.38455084405259526,0.4440533627134047
98,9,8,Pasture,-1.4226546582541324E-17,0.31663889562152964,0.0,0.22851009913103287
56,5,6,Crop,-4.1120273704246483E-17,0.21627705717082174,0.0,0.12096386054089121
29,2,9,Forest,-2.4708032850670084E-17,0.04913824761771879,0.5927193164891118,0.6187171777388675
30,3,0,Pasture,-3.736981214629914E-17,0.3645894379704783,0.0,0.25155398037377935
1,0,1,Pasture,-3.5347786529085696E-17,0.37078316754598417,0.0,0.2533375575505636
46,4,6,Pasture,-3.0201363351723934E-17,0.2648906336197168,0.0,0.2152913440901581
78,7,8,Forest,-2.6502600328392844E-17,0.043583232993051814,0.36395473183417887,0.42782630185256365
62,6,2,Forest,-4.100419241120008E-17,0.043545672921819094,0.3628353049742099,0.42690249031163
