ID,AggregateAFT,Biodiversity,Carbon,MetsoArea,Recreation,Timber
Water,85345.0,0.0,0.0,0.0,0.0,0.0
MOb,590.0,2.4360251403972946,494.0477726924412,0.0,255.21495447890396,47.24488935598108
MOps,582.0,21.180284007855676,1510.6726846841611,0.0,280.37807647133263,220.32821183784276
RECRbroad,0,0,0,0,0,0
SEsb,26.0,0.7932418280383652,70.90894856501261,0.0,9.821791050309516,9.148412359550637
MObroad,64.0,2.6181982349879203,160.1768266203796,0.0,30.346105743926426,13.735822407610783
Grass,33609.0,0.0,0.0,0.0,0.0,0.0
RECRpb,0,0,0,0,0,0
SEbroad,19.0,0.3533077199753494,21.664955445038995,0.0,6.775936061310649,1.0815230835966554
Abandoned,32997.0,0,0,0,0,0
MOp,51709.0,1030.9668436297552,31102.252387177257,0.0,22779.86743375207,4086.7866775565885
MOs,990.0,44.76945800016759,2358.948690905821,0.0,447.306372208955,356.9128239773017
INVb,158.0,0.07078596870191443,90.7859925370636,0.0,10.337254300117488,12.306702819162044
MetsoT,0,0,0,0,0,0
MOmix,22321.0,1408.1702459729997,60924.84013633099,0.0,9876.683925202042,5270.231780352793
INVp,12823.0,47.287409190643714,6527.944614277154,0.0,657.4557139241739,1278.1629022615746
SEpsb,4009.0,198.97579383701523,20554.820707159317,0.0,1600.8614433690698,2674.6347193782085
INDIFpsb,3748.0,259.22499244713345,28481.55126134232,0.0,1660.6264309883118,2413.1187638684023
INDIFp,11876.0,306.3251601165737,9052.950003178323,0.0,4778.7640079009525,765.7841477012004
INDIFbroad,16.0,0.6228729011702185,22.67775262590964,0.0,8.017275009155274,2.8154753323425865
INVpb,43.0,0.35750277774286604,131.06825203106754,0.0,3.751960229873658,23.699282099881742
INDIFs,228.0,13.349710557388734,668.8019601951783,0.0,94.80365002661951,71.26772732882094
INDIFpb,46.0,1.8425178880836748,87.97677010249109,0.0,19.6142275929451,7.514557199541244
MOpb,227.0,5.306779345381245,380.9558591704615,0.0,105.67531928545208,47.49614782564874
INDIFb,145.0,4.10403421507632,244.65411798511886,0.0,62.742883046865494,14.926770724862493
RECRps,0,0,0,0,0,0
INVps,148.0,1.0363570106441564,295.95507390852174,0.0,13.183639824390406,61.10617962809154
INDIFps,132.0,6.834256872269462,373.79553585435843,0.0,57.45361086726189,35.90025443919465
MOpsb,15740.0,795.9390732505075,92162.73576772187,0.0,7707.198732768325,11736.519034853005
Wet,23681.0,0.0,0.0,0.0,0.0,0.0
INVsb,23.0,0.13719989458376994,28.49589231398668,0.0,1.739175391197205,6.541997278550706
RECRpsb,0,0,0,0,0,0
INDIFsb,22.0,0.8974058956595257,77.46836605489221,0.0,8.798185825347902,5.751912547375878
INVpsb,4031.0,42.818567160617754,18713.990059087915,0.0,357.20814049243876,3406.205880239232
INDIFmix,4955.0,417.10547052582893,21297.936456832977,0.0,2279.5344909346113,2474.4101873260793
Open,928.0,0.0,0.0,0.0,0.0,0.0
SEb,147.0,0.43602767270471476,90.66440946241397,0.0,53.06885221356561,8.643593501740693
Urban,14111.0,0.0,0.0,0.0,0.0,0.0
MOsb,107.0,3.568496558564453,195.47278675345794,0.0,47.923211747512404,26.995726342726673
SEp,12952.0,256.905570902898,7388.591111189152,0.0,4103.557916644973,956.7278449007015
INVs,224.0,1.6860760696772126,319.4642855030997,0.0,12.057108548283574,78.49561737138642
SEs,254.0,11.332829223935132,511.64134906139304,0.0,83.40304653615772,80.18244002656456
SEpb,59.0,1.243271960677237,75.06210354105798,0.0,22.479509791498103,9.691834825784838
RECRb,0,0,0,0,0,0
UForest,982.0,0.0,0.0,0.0,0.0,0.0
INVbroad,19.0,0.11124473932829008,29.98063888835816,0.0,1.4002753925323486,6.828487275452811
RECRsb,0,0,0,0,0,0
RECRp,0,0,0,0,0,0
Agr,28423.0,0.0,0.0,0.0,0.0,0.0
INVmix,5629.0,79.28194326087421,18511.776744020222,0.0,384.7670769166942,3801.795593335033
RECRmix,0,0,0,0,0,0
PA,13457.0,0.0,0.0,0.0,0.0,0.0
RECRs,0,0,0,0,0,0
SEps,164.0,6.031453637278761,521.0909585269438,0.0,65.66578852505044,65.96704967859775
Metso,0,0,0,0,0,0
SEmix,5457.0,344.71743326304374,18813.549263722038,0.0,2036.4324024057535,1049.872838526731
