ID,X,Y,Agent,Utility,Food,Timber,Carbon
64,6,4,Forest,-0.0026163973170342226,0.04852986612595456,0.20656382695937867,0.18707146467573993
91,9,1,Forest,-0.0021530768887637543,0.04429046277020656,0.3843366612693608,0.4438945537514434
31,3,1,Forest,-0.002179372583787217,0.04911759072976155,0.57878805224487,0.6023771309934162
40,4,0,Forest,-0.0023179780799643295,0.048928377937299344,0.4554488236186544,0.4597100178816168
21,2,1,Forest,-0.0021023029038802744,0.04811473917664369,0.1524045114571724,0.13355546174522845
67,6,7,Forest,-0.0027689249517060003,0.04620871531364306,0.41163381613270766,0.44866105823732627
16,1,6,Forest,-0.0027739051038605284,0.049054812710955464,0.5370582651855185,0.5536914875314979
25,2,5,Pasture,-0.01338929227213973,0.34833210865462577,0.0,0.24113022080708715
80,8,0,Pasture,-0.01391239783731801,0.3443061110775606,0.0,0.24025914794102696
48,4,8,Crop,-0.013760900437999718,0.23394592853281113,0.0,0.12394997011774965
6,0,6,Forest,-0.0022557376376598215,0.04913626144619178,0.5913753142791465,0.6171389634743777
61,6,1,Pasture,-0.014365677515546129,0.3358529907719239,0.0,0.23805791053064143
54,5,4,Forest,-0.0027934050047162037,0.04160139559219091,0.30490152498724366,0.3760107264682051
95,9,5,Forest,-0.002783866918925183,0.048482784760874184,0.17545319602206047,0.1551989894161064
62,6,2,Forest,-0.002238567303622855,0.049112981373769904,0.5756933502952234,0.5987530841510416
0,0,0,Forest,-0.002497177829682431,0.04907819959852939,0.5525006443871912,0.5716614472538386
58,5,8,Crop,-0.013025125717075337,0.30221460945030587,0.0,0.13493631835497819
46,4,6,Pasture,-0.01041163548859228,0.321630162000375,0.0,0.23177817835829084
56,5,6,Crop,-0.008500858837616596,0.2977294864372002,0.0,0.13434506558226497
70,7,0,Pasture,-0.014505224579114748,0.26667006013843597,0.0,0.2175807591352908
20,2,0,Forest,-0.0025092866904511866,0.04620962198287987,0.4116228648451824,0.4486330656793608
38,3,8,Forest,-0.0025681826267854764,0.04611898078738974,0.4125225217948145,0.45119345117415605
30,3,0,Pasture,-0.01433033806921589,0.3725262919305096,0.0,0.25094497047511594
36,3,6,Crop,-0.008187280335414621,0.2960520319942631,0.0,0.134273115943521
10,1,0,Crop,-0.011828092573679921,0.3658595598273796,0.0,0.14942781599623084
42,4,2,Crop,-0.015760672500174676,0.2844473198796003,0.0,0.13304276107646548
