ID,AggregateAFT,Biodiversity,Carbon,MetsoArea,Recreation,Timber
Water,85345.0,0.0,0.0,0.0,0.0,0.0
MOb,550.0,2.436025140397295,494.0477726924412,0.0,236.79472295576784,47.244889355981066
MOps,549.0,21.26038023259794,1591.5107371565407,0.0,263.35494824359114,230.03885044105945
RECRbroad,17.0,0.1514065565279284,14.122407135723641,0.0,7.104635187978967,1.5916779108274577
SEsb,23.0,0.7932418280383651,70.90894856501262,0.0,8.540831510149946,9.148412359550639
MObroad,61.0,2.7789509057912363,161.3899926984878,0.0,28.79017782131836,13.885710285005487
Grass,33609.0,0.0,0.0,0.0,0.0,0.0
RECRpb,1.0,0.13262424069122358,15.23856093253421,0.0,0.4849443581098704,1.1990360612771824
SEbroad,18.0,0.35330771997534943,21.664955445038995,0.0,6.429693125931087,1.0815230835966556
Abandoned,35292.0,0,0,0,0,0
MOp,48693.0,1016.0847863779436,31347.39045520905,0.0,21350.525582218146,4110.352351068216
MOs,928.0,43.937988084801624,2368.9470231390756,0.0,417.62904599106923,358.0681214561838
INVb,138.0,0.06550924149304842,90.34774697617968,0.0,8.862128076553342,12.18822500164071
MetsoT,18.0,0.0,0.0,1.5592966988682742,8.742243308007174,0.0
MOmix,21243.0,1412.1239422700812,61021.67488366182,0.0,9375.188064733373,5278.930161783131
INVp,11274.0,38.763797387747275,6126.704988394103,0.0,571.9393636912109,1161.499555684916
SEpsb,3808.0,199.09348150539253,20823.50190838152,0.0,1515.8665754530632,2704.3066712294153
INDIFpsb,4075.0,310.0423843002528,32461.776086176127,0.0,1810.843171864748,2754.4062946137965
INDIFp,11747.0,343.5466568130036,9829.737576008069,0.0,4714.323058100036,836.3266740930093
INDIFbroad,16.0,0.7076792283044941,23.70429690682414,0.0,8.02505110859871,2.9678013094482445
INVpb,37.0,0.29981523450812936,127.35079924455168,0.0,3.23071471452713,22.652804127792784
INDIFs,220.0,13.92646813226755,678.1780093297672,0.0,90.88315088897946,72.44818213207311
INDIFpb,46.0,2.1156469513955565,94.60408532972666,0.0,19.803308188915253,8.147072400862784
MOpb,220.0,5.324589543750484,383.5081675985369,0.0,102.42006425070863,47.902266105836034
INDIFb,134.0,4.197813953363812,245.3476725695877,0.0,57.212092012166984,14.983998599167789
RECRps,0,0,0,0,0,0
INVps,128.0,0.9022403012285715,279.9132840322059,0.0,11.303661048412327,56.67224753372397
INDIFps,137.0,8.010584000818332,409.7194224965847,0.0,59.76468628644943,39.67003975878799
MOpsb,15213.0,810.6128845434894,96030.70552957596,0.0,7432.401337760229,12187.074482551083
Wet,23681.0,0.0,0.0,0.0,0.0,0.0
INVsb,20.0,0.11050219520969716,26.35552214534708,0.0,1.4877836942672733,5.897160107188678
RECRpsb,3.0,0.0,0.008066098541205859,0.0,0.7962230935539805,0.0013695433631268764
INDIFsb,28.0,1.4908471700088903,80.72164168126929,0.0,11.516673564910889,6.075903226940976
INVpsb,3598.0,39.354921106550925,18563.443561280455,0.0,316.77675938606274,3342.9384472670804
INDIFmix,4771.0,421.38331977158396,21379.831090460913,0.0,2191.2088350105323,2484.811591402838
Open,928.0,0.0,0.0,0.0,0.0,0.0
SEb,137.0,0.4407536264637705,90.98571231393123,0.0,49.316972825406026,8.686748795011994
Urban,14111.0,0.0,0.0,0.0,0.0,0.0
MOsb,100.0,3.5684965585644544,195.472786753458,0.0,44.06322441167365,26.99572634272667
SEp,12142.0,252.9782249714079,7405.713857519556,0.0,3827.4711129251714,958.9608977153352
INVs,204.0,1.4819501251833862,292.05145290762425,0.0,10.884074501395226,70.88140480789336
SEs,239.0,11.34925984534091,535.2622571995902,0.0,78.5248463144419,83.07971852198202
SEpb,57.0,1.1692002296103987,75.04767850182714,0.0,21.6648458693541,9.687294899077083
RECRb,2.0,0.035342654858145285,0.023286982432367757,0.0,0.9174483990419517,0.002588455415964072
UForest,982.0,0.0,0.0,0.0,0.0,0.0
INVbroad,15.0,0.09117262439266757,26.96672950483296,0.0,1.0923419094085696,5.965844029234423
RECRsb,0,0,0,0,0,0
RECRp,0,0,0,0,0,0
Agr,28423.0,0.0,0.0,0.0,0.0,0.0
INVmix,4986.0,71.46931683583709,17991.92454500505,0.0,336.97222464561355,3649.914487354891
RECRmix,0,0,0,0,0,0
PA,13457.0,0.0,0.0,0.0,0.0,0.0
RECRs,0,0,0,0,0,0
SEps,169.0,6.666113694683744,545.2224731910543,0.0,67.65777238761797,69.64140002899308
Metso,6318.0,86.1589942336589,15.27884210846583,1653.361818724079,3097.6955811809926,1.802319027004833
SEmix,5305.0,356.39848825021784,18942.374046579487,0.0,1982.6183257920381,1059.4109550332414
