ID,X,Y,Conifer,Broadleaf,C3,C4,human
0,0,0,0.19866933,0.9800666,0.690983,0.006737947,0.5893679
1,0,1,0.9320391,0.3623577,0.47722557,0.4345982,0.6471984
2,0,2,0.80849636,0.58850116,0.40269974,0.6347364,0.10999761
3,0,3,0.058374193,0.9982948,0.35857016,0.7316156,0.5283345
4,0,4,0.87157565,0.490261,0.3279344,0.7881276,0.68091834
5,0,5,0.88345474,0.4685165,0.30484545,0.825053,0.20746912
6,0,6,0.08308959,0.9965421,0.2865346,0.85104495,0.45672625
7,0,7,0.79366773,0.60835147,0.27149704,0.87032473,0.70100963
8,0,8,0.94073063,0.3391547,0.25882837,0.88519156,0.30078796
9,0,9,0.2228901,0.97484356,0.24794514,0.89700335,0.37597674
10,1,0,0.8723208,0.48893398,0.4093668,0.6185452,0.19169341
11,1,1,0.73521274,0.6778364,0.33423835,0.7772111,0.7065246
12,1,2,0.33745444,0.9413419,0.2909513,0.8450333,0.30194372
13,1,3,0.09732379,0.9952528,0.2836077,0.8549404,0.54628825
14,1,4,0.6311129,0.77569103,0.29704672,0.8364696,0.07228909
15,1,5,0.88200045,0.47124854,0.2571542,0.88706523,0.20537595
16,1,6,0.9824946,0.18629114,0.23323175,0.9116287,0.58439285
17,1,7,0.82757634,0.5613532,0.23669569,0.90832055,0.69446474
18,1,8,0.16753322,0.9858664,0.22118582,0.92250925,0.4091666
19,1,9,0.9645125,0.26403716,0.23389521,0.91100144,0.61427486
20,2,0,0.19624217,0.9805555,0.2437845,0.9012927,0.5883988
21,2,1,0.6863103,0.7273088,0.33620968,0.77372247,0.7068096
22,2,2,0.9998698,0.016134225,0.2315678,0.913189,0.4918678
23,2,3,0.33075085,0.94371814,0.24245949,0.90263295,0.6372345
24,2,4,0.34315407,0.93927914,0.27967724,0.8600619,0.6412166
25,2,5,0.974978,0.22230126,0.26580116,0.87716085,0.59863967
26,2,6,0.8816828,0.4718426,0.22782983,0.9166264,0.20492013
27,2,7,0.9700466,0.24291891,0.20866232,0.9328333,0.36356384
28,2,8,0.39564967,0.91840154,0.22286302,0.92105126,0.26137593
29,2,9,0.8388407,0.5443769,0.22718754,0.9172077,0.14723194
30,3,0,0.60279095,0.7978991,0.5542132,0.21318214,0.70034504
31,3,1,0.06452299,0.9979162,0.20180929,0.9380756,0.46669662
32,3,2,0.85270476,0.52239317,0.27007672,0.8720529,0.68754894
33,3,3,0.92250997,0.3859732,0.1921537,0.9449937,0.2682684
34,3,4,0.67341447,0.73926514,0.1978058,0.9410094,0.70633984
35,3,5,0.74752027,0.66423905,0.19729899,0.9413741,0.7058796
36,3,6,0.061803807,0.9980883,0.28618348,0.85151595,0.46814224
37,3,7,0.64015394,0.76824665,0.20514102,0.9355621,0.06404637
38,3,8,0.9069887,0.421155,0.18279766,0.95119524,0.66407186
39,3,9,0.18508074,0.9827233,0.22130978,0.9224021,0.3988213
40,4,0,0.5267025,0.8500497,0.22392488,0.9201188,0.16167359
41,4,1,0.608488,0.79356307,0.18462786,0.95001996,0.70102555
42,4,2,0.06960388,0.9975747,0.24501969,0.9000321,0.5335893
43,4,3,0.62033576,0.7843364,0.29678953,0.8368373,0.08200033
44,4,4,0.9869018,0.16132213,0.21104467,0.93094444,0.57411194
45,4,5,0.4301752,0.9027454,0.18903272,0.94711626,0.2362851
46,4,6,0.098773435,0.99511,0.17609008,0.9553492,0.44816825
47,4,7,0.99034506,0.13862397,0.19329396,0.94420457,0.42586055
48,4,8,0.3570648,0.9340796,0.15916175,0.9648039,0.2885074
49,4,9,0.9998996,0.014169254,0.21000347,0.93177426,0.49286518
50,5,0,0.28897387,0.95733696,0.3504705,0.74740934,0.6231554
51,5,1,0.4772112,0.87878865,0.18523574,0.94962555,0.6779999
52,5,2,0.33309165,0.94289446,0.24243616,0.90265644,0.63799304
53,5,3,0.2218949,0.9750706,0.22157201,0.92217517,0.37658784
54,5,4,0.99748427,0.07088848,0.26211458,0.88145256,0.46329787
55,5,5,0.7366394,0.6762858,0.16406414,0.96221286,0.70646256
56,5,6,0.41341224,0.910544,0.21717787,0.92592037,0.6619781
57,5,7,0.6929415,0.7209938,0.16422957,0.9621234,0.70696765
58,5,8,0.524382,0.8514831,0.1776122,0.9544275,0.16355054
59,5,9,0.997862,0.065356426,0.17062525,0.95855933,0.46625277
60,6,0,0.72108686,0.6928447,0.17317307,0.95708185,0.70696574
61,6,1,0.61106396,0.7915812,0.18461533,0.95002806,0.7013226
62,6,2,0.98242515,0.18665692,0.23019469,0.9144625,0.39788413
63,6,3,0.6862145,0.72739923,0.2737328,0.8675723,0.7068069
64,6,4,0.07576229,0.9971259,0.2010906,0.9386092,0.53644407
65,6,5,0.715042,0.6990815,0.1602073,0.96426105,0.007980259
66,6,6,0.026474046,0.9996495,0.20161349,0.9382213,0.48658773
67,6,7,0.94904244,0.31514826,0.21199635,0.9301802,0.63209534
68,6,8,0.66573805,0.74618554,0.16834828,0.95985174,0.040223725
69,6,9,0.66007745,0.7511975,0.17343894,0.95692575,0.7056375
70,7,0,0.80641884,0.5913448,0.22675586,0.9175969,0.10753702
71,7,1,0.4710396,0.8821121,0.18922369,0.9469879,0.20553625
72,7,2,0.6126591,0.7903473,0.19819003,0.9407319,0.7015032
73,7,3,0.29422176,0.9557372,0.1590026,0.964886,0.3307577
74,7,4,0.9132889,0.4073124,0.14193498,0.9730095,0.25298825
75,7,5,0.2845586,0.95865864,0.21808465,0.92515755,0.6216086
76,7,6,0.18641214,0.98247164,0.13503793,0.97592115,0.5844419
77,7,7,0.58744055,0.80926734,0.23977396,0.90531164,0.69835395
78,7,8,0.32173765,0.94682884,0.14058316,0.9735965,0.3125456
79,7,9,0.9918105,0.12771796,0.13742341,0.9749374,0.4320463
80,8,0,0.5064717,0.8622566,0.18510479,0.94971067,0.68436414
81,8,1,0.1481703,0.9889619,0.24425353,0.9008153,0.5685661
82,8,2,0.34669083,0.93797946,0.19969076,0.93963975,0.6423352
83,8,3,0.8578775,0.51385427,0.19641183,0.94200903,0.6858659
84,8,4,0.99798924,0.06338326,0.15458646,0.96711755,0.467303
85,8,5,0.40856546,0.912729,0.1359128,0.97556317,0.25208178
86,8,6,0.5653489,0.8248519,0.17381918,0.9567019,0.69510037
87,8,7,0.93811154,0.3463333,0.20804372,0.93331814,0.2958891
88,8,8,0.63821596,0.7698574,0.1599521,0.96439403,0.065820724
89,8,9,0.9835599,0.1805822,0.23024367,0.9144173,0.40148884
90,9,0,0.8712723,0.49079987,0.14177947,0.9730775,0.19023623
91,9,1,0.09139075,0.9958151,0.18684134,0.9485741,0.54360294
92,9,2,0.09975334,0.9950122,0.13115825,0.9774695,0.44762942
93,9,3,0.8628617,0.50544006,0.17243841,0.9575113,0.6841509
94,9,4,0.9741413,0.2259396,0.23356779,0.9113114,0.60004044
95,9,5,0.86782044,0.49687788,0.12476112,0.9798859,0.1854713
96,9,6,0.22966357,0.97327006,0.17653188,0.9550829,0.37180325
97,9,7,0.22938588,0.97333556,0.13497543,0.9759466,0.60136074
98,9,8,0.13139123,0.99133056,0.13119963,0.9774533,0.42996967
99,9,9,0.8953108,0.445442,0.12243486,0.9807233,0.6703764
