ID,X,Y,Agent,Utility,Food,Timber,Carbon
29,2,9,Forest,0.0,0.0410888884597857,0.28845039427071584,0.35983407944958173
58,5,8,Crop,0.0,0.33427284168592136,0.0,0.13947653286266928
33,3,3,Crop,0.0,0.3812652856509201,0.0,0.14646962177452727
96,9,6,Crop,0.0,0.2855838022109463,0.0,0.13227242764924538
64,6,4,Forest,0.0,0.049134767088818976,0.5865205304237688,0.6113269822478387
91,9,1,Forest,0.0,0.04908398358570506,0.5527157502920532,0.5718093983007085
97,9,7,Forest,0.0,0.04897437974702766,0.4816470301990632,0.4896105926845252
38,3,8,Forest,0.0,0.041741995048078705,0.30695814317374703,0.3768789954905301
18,1,8,Crop,0.0,0.2753485964363934,0.0,0.13107945293104478
68,6,8,Pasture,0.0,0.2641995742845155,0.0,0.21210675640851115
8,0,8,Forest,0.0,0.040335521334610186,0.26801206089548474,0.3406101677750963
25,2,5,Pasture,0.0,0.33723034250260264,0.0,0.2376599807851197
45,4,5,Pasture,0.0,0.3194991447960293,0.0,0.23119197309606956
16,1,6,Forest,0.0,0.04914099364601954,0.5907073442485966,0.6162388476154862
83,8,3,Pasture,0.0,0.19420567207750958,0.0,0.1884555008060809
36,3,6,Crop,0.0,0.3380344763377335,0.0,0.14030269215481947
80,8,0,Pasture,0.0,0.25764810262752336,0.0,0.21249149486756516
43,4,3,Forest,0.0,0.048609494971857826,0.25551090088632133,0.23846300693358644
26,2,6,Forest,0.0,0.04653726514433449,0.40204345087448523,0.43165299569643445
62,6,2,Forest,0.0,0.04611783681712148,0.4098452817042155,0.4478343796587918
51,5,1,Pasture,0.0,0.32073147473040675,0.0,0.23389900175786194
59,5,9,Forest,0.0,0.04656855893302969,0.40103045626516237,0.4299312037856221
44,4,4,Crop,0.0,0.19514555638716588,0.0,0.11691736765976926
54,5,4,Forest,0.0,0.047317767182286266,0.3480447983215504,0.35578839419709996
9,0,9,Pasture,0.0,0.27320454772556385,0.0,0.2174744354854268
48,4,8,Crop,0.0,0.3247150842529661,0.0,0.1381906674521225
30,3,0,Pasture,0.0,0.37319838396873006,0.0,0.25105594237497003
3,0,3,Forest,0.0,0.04892802398297155,0.4522602907835882,0.4560038525619871
92,9,2,Pasture,0.0,0.16347604059458076,0.0,0.17593297071341385
76,7,6,Forest,0.0,0.04912416195463521,0.5794111088624952,0.6029950826227805
31,3,1,Forest,0.0,0.04852486275744798,0.2019879631018013,0.1823284174673567
53,5,3,Pasture,0.0,0.2610592380180683,0.0,0.21402713637020626
19,1,9,Pasture,0.0,0.3244775388996099,0.0,0.23212947009134222
84,8,4,Pasture,0.0,0.2963220457996438,0.0,0.2228300293462098
78,7,8,Forest,0.0,0.048466219744875486,0.16310444846139674,0.1427436912418164
0,0,0,Forest,0.0,0.04889204626141964,0.4296816695862563,0.43034934538909736
17,1,7,Pasture,0.0,0.23872421638325292,0.0,0.2061587221583566
2,0,2,Forest,0.0,0.047881063473991695,0.23939597913830626,0.2266565768375177
87,8,7,Crop,0.0,0.30957654985410826,0.0,0.13586770540597778
86,8,6,Forest,0.0,0.042958203106450134,0.34291045195916847,0.40884171302834116
66,6,6,Crop,0.0,0.3363050516755743,0.0,0.13980408468682934
89,8,9,Forest,0.0,0.04857273309245894,0.23251435619478886,0.21413646693889915
13,1,3,Forest,0.0,0.048892425285253345,0.42991863013498544,0.4306178052904477
74,7,4,Forest,0.0,0.043719033127818094,0.365585084830625,0.42788262816370676
6,0,6,Forest,0.0,0.04851391263627492,0.1948772090786335,0.17500631706577405
98,9,8,Pasture,0.0,0.20814411992983697,0.0,0.19170429728702343
5,0,5,Forest,0.0,0.04107142174481159,0.28796514277374713,0.3593824560193566
24,2,4,Forest,0.0,0.0490896516492904,0.5564593231681971,0.5761729644278559
42,4,2,Crop,0.0,0.35568803105376584,0.0,0.14321107843869993
11,1,1,Crop,0.0,0.28863395504942524,0.0,0.136538726131344
99,9,9,Pasture,0.0,0.2046284447477873,0.0,0.19027458637049335
65,6,5,Pasture,0.0,0.2699161973309343,0.0,0.21527351058231575
35,3,5,Forest,0.0,0.04292604289741187,0.34194583400081874,0.40800828700809294
70,7,0,Pasture,0.0,0.32930903512131765,0.0,0.23530236563981166
56,5,6,Crop,0.0,0.3148655285200961,0.0,0.13688446191969608
40,4,0,Forest,0.0,0.04770511675781284,0.28413653383036286,0.2778491009389356
39,3,9,Pasture,0.0,0.2848940904475613,0.0,0.21942170473475242
60,6,0,Crop,0.0,0.34341320213012855,0.0,0.14157259456087423
67,6,7,Forest,0.0,0.04890567453592151,0.4382126679919229,0.44002492434096707
50,5,0,Crop,0.0,0.24588694618142937,0.0,0.12688341266260592
94,9,4,Crop,0.0,0.3382735983780945,0.0,0.14003537562429058
14,1,4,Pasture,0.0,0.2830559501304661,0.0,0.22342674571798182
88,8,8,Forest,0.0,0.04914088196211261,0.5906322608177147,0.6161507313391351
90,9,0,Forest,0.0,0.04841612126157466,0.12761114369649867,0.10772308437090161
34,3,4,Forest,0.0,0.04864083645742258,0.27492035740594617,0.25921385614357817
21,2,1,Forest,0.0,0.04914016844736097,0.5901518696708117,0.6155869599795513
72,7,2,Pasture,0.0,0.32407373201005485,0.0,0.232441970599897
57,5,7,Pasture,0.0,0.2972694391587003,0.0,0.22310784362307137
63,6,3,Pasture,0.0,0.3248071833790228,0.0,0.23263903248663348
32,3,2,Pasture,0.0,0.29189073744165167,0.0,0.2262363409817654
81,8,1,Crop,0.0,0.3048562913700231,0.0,0.135584882472751
49,4,9,Forest,0.0,0.04911250557059643,0.5716277664139965,0.5938860725963485
23,2,3,Forest,0.0,0.044878505765022954,0.39662082779787156,0.45060128901455315
7,0,7,Crop,0.0,0.36316266191499397,0.0,0.14394464893441702
95,9,5,Forest,0.0,0.048107472951978036,0.15492996075436807,0.13614549864199668
15,1,5,Forest,0.0,0.048920845200850833,0.4477399144039727,0.4508557679072177
27,2,7,Pasture,0.0,0.32349583536189896,0.0,0.23228592856649657
12,1,2,Forest,0.0,0.04913789695754786,0.5886240069878913,0.6137942593362382
4,0,4,Forest,0.0,0.04903298928364441,0.519349586690612,0.5330625335692983
73,7,3,Pasture,0.0,0.3182191077467366,0.0,0.23024014442152002
75,7,5,Pasture,0.0,0.2985584724886662,0.0,0.22348461814905288
55,5,5,Crop,0.0,0.34978122679499646,0.0,0.14180175084384036
93,9,3,Crop,0.0,0.27572497966644116,0.0,0.13088398459163325
1,0,1,Pasture,0.0,0.3622113877291165,0.0,0.2508664446434479
69,6,9,Crop,0.0,0.2571675118825482,0.0,0.12773851071761927
82,8,2,Pasture,0.0,0.3302089874076742,0.0,0.23399828320733732
79,7,9,Pasture,0.0,0.303132889832892,0.0,0.22320400719495334
52,5,2,Forest,0.0,0.04809110268527028,0.1626040840606463,0.1440350719458147
20,2,0,Forest,0.0,0.04530444936386168,0.4049740153605502,0.45457920870536483
47,4,7,Pasture,0.0,0.22609695923724568,0.0,0.2004339481750616
77,7,7,Pasture,0.0,0.174982024017757,0.0,0.17973735407961428
10,1,0,Crop,0.0,0.3402211545141131,0.0,0.14493038126979713
85,8,5,Crop,0.0,0.34342131144579524,0.0,0.14077084852408014
22,2,2,Forest,0.0,0.04890107502680134,0.435330578961236,0.436753728480947
46,4,6,Pasture,0.0,0.32097266096736793,0.0,0.23106967573863998
37,3,7,Crop,0.0,0.34807065318287433,0.0,0.14156771441712607
71,7,1,Pasture,0.0,0.19195200370096602,0.0,0.18901530994935556
28,2,8,Forest,0.0,0.04892476044406315,0.45020426424822024,0.45366159477560547
41,4,1,Crop,0.0,0.20793535761924997,0.0,0.1199637423585282
61,6,1,Pasture,0.0,0.3416795828431982,0.0,0.23899240899937343
