ID,X,Y,Agent,Utility,Food,Timber,Carbon
16,1,6,Forest,0.07036515988604922,0.048762298648890465,0.35175812918251803,0.34309393731060805
28,2,8,Forest,0.015441095358447982,0.04912469051814834,0.5835646405718402,0.6079748689408208
14,1,4,Pasture,0.03655233517912941,0.2584887702610309,0.0,0.21491652371381723
83,8,3,Pasture,0.063320108555771,0.33020676342643535,0.0,0.23394365295960876
32,3,2,Pasture,0.03757686905138527,0.18934585134469,0.0,0.1900083975897982
26,2,6,Forest,0.054786410198742135,0.042882685763203324,0.342878287789886,0.4099610126076578
70,7,0,Pasture,0.054796988140870174,0.3205638229819503,0.0,0.23385177432550378
74,7,4,Forest,0.09071808774285117,0.04912096147813722,0.5810543459441555,0.6050324053059032
30,3,0,Pasture,0.05325794980258523,0.32785981988100316,0.0,0.23934508685134856
58,5,8,Crop,0.05044548722338295,0.29145753059214025,0.0,0.133321087531003
93,9,3,Crop,0.058790817855172185,0.36257860799611563,0.0,0.1435444804862334
62,6,2,Forest,0.11692316083740423,0.04902960245971391,0.5205421140449845,0.534534749070306
38,3,8,Forest,0.05656721335233368,0.048300604439604294,0.01310517411235883,0.007824745744279833
12,1,2,Crop,0.05462829816860053,0.40736726551120495,0.0,0.15103667615031802
80,8,0,Pasture,0.06729679106713013,0.3387153497336436,0.0,0.23881791299791266
45,4,5,Pasture,0.03266846562190025,0.22741769562083297,0.0,0.20222138905463127
42,4,2,Crop,0.03445048044630952,0.1684233176643819,0.0,0.11178319619928093
1,0,1,Pasture,0.04578540031414831,0.32618842901144435,0.0,0.24021967376995185
44,4,4,Pasture,0.03819998786384725,0.3148317886131438,0.0,0.23096871854455261
24,2,4,Forest,0.01177116344129335,0.047681755288300744,0.29105740730628965,0.2858986782915574
56,5,6,Crop,0.03388225402942187,0.35396816560459277,0.0,0.14237236519312516
99,9,9,Pasture,0.060430440553188636,0.298490766379809,0.0,0.22176918214177585
63,6,3,Pasture,0.053000339444484554,0.27980448147302406,0.0,0.22012017010281723
91,9,1,Forest,0.08405103441507097,0.04565449992874808,0.41206126152155914,0.45804017392831553
19,1,9,Pasture,0.04313908829902752,0.31488858724114915,0.0,0.229237039832071
5,0,5,Forest,0.04712855085571757,0.04797798582345809,0.20945443581260284,0.19364000764535927
